state,district,year_x,crop,season,area,production,yield,year_y,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual,year_num,season_temp_avg,season_humidity_avg,season_rainfall_mm,season_wind_speed,season_soil_temp,season_soil_moist,annual_temp_avg,annual_humidity,annual_rainfall_mm,annual_wind_speed,annual_soil_temp,annual_soil_moist
Tamil Nadu,Vellore,1997 - 1998,Groundnut,Whole Year,62236,109770.0,1.76,1997,24.0,25.6,28.5,30.5,32.3,31.0,30.3,29.4,28.9,27.4,25.9,25.6,28.3,1997,27.027503920250897,68.05224761051375,873.0000000000001,8.467226382488478,28.806357313534733,0.23331102923920463,27.040456621004566,68.07842465753424,873.0,8.488561643835617,28.818070776255706,0.23383299086757992
Tamil Nadu,Vellore,1997 - 1998,Horse-gram,Kharif,3234,850.0,0.26,1997,24.0,25.6,28.5,30.5,32.3,31.0,30.3,29.4,28.9,27.4,25.9,25.6,28.3,1997,29.1713373655914,61.579603494623655,413.6,11.125551075268817,30.754971998207886,0.2348335461469534,27.040456621004566,68.07842465753424,873.0,8.488561643835617,28.818070776255706,0.23383299086757992
Tamil Nadu,Vellore,1997 - 1998,Jowar,Whole Year,8963,8030.0,0.9,1997,24.0,25.6,28.5,30.5,32.3,31.0,30.3,29.4,28.9,27.4,25.9,25.6,28.3,1997,27.027503920250897,68.05224761051375,873.0000000000001,8.467226382488478,28.806357313534733,0.23331102923920463,27.040456621004566,68.07842465753424,873.0,8.488561643835617,28.818070776255706,0.23383299086757992
Tamil Nadu,Vellore,1997 - 1998,Maize,Whole Year,242,400.0,1.65,1997,24.0,25.6,28.5,30.5,32.3,31.0,30.3,29.4,28.9,27.4,25.9,25.6,28.3,1997,27.027503920250897,68.05224761051375,873.0000000000001,8.467226382488478,28.806357313534733,0.23331102923920463,27.040456621004566,68.07842465753424,873.0,8.488561643835617,28.818070776255706,0.23383299086757992
Tamil Nadu,Vellore,1997 - 1998,Moong(Green Gram),Whole Year,452,160.0,0.35,1997,24.0,25.6,28.5,30.5,32.3,31.0,30.3,29.4,28.9,27.4,25.9,25.6,28.3,1997,27.027503920250897,68.05224761051375,873.0000000000001,8.467226382488478,28.806357313534733,0.23331102923920463,27.040456621004566,68.07842465753424,873.0,8.488561643835617,28.818070776255706,0.23383299086757992
Tamil Nadu,Vellore,1997 - 1998,Onion,Kharif,17,137.0,8.06,1997,24.0,25.6,28.5,30.5,32.3,31.0,30.3,29.4,28.9,27.4,25.9,25.6,28.3,1997,29.1713373655914,61.579603494623655,413.6,11.125551075268817,30.754971998207886,0.2348335461469534,27.040456621004566,68.07842465753424,873.0,8.488561643835617,28.818070776255706,0.23383299086757992
Tamil Nadu,Vellore,1997 - 1998,Onion,Whole Year,93,710.0,7.63,1997,24.0,25.6,28.5,30.5,32.3,31.0,30.3,29.4,28.9,27.4,25.9,25.6,28.3,1997,27.027503920250897,68.05224761051375,873.0000000000001,8.467226382488478,28.806357313534733,0.23331102923920463,27.040456621004566,68.07842465753424,873.0,8.488561643835617,28.818070776255706,0.23383299086757992
Tamil Nadu,Vellore,1997 - 1998,Pulses total,Whole Year,15858,5600.0,0.35,1997,24.0,25.6,28.5,30.5,32.3,31.0,30.3,29.4,28.9,27.4,25.9,25.6,28.3,1997,27.027503920250897,68.05224761051375,873.0000000000001,8.467226382488478,28.806357313534733,0.23331102923920463,27.040456621004566,68.07842465753424,873.0,8.488561643835617,28.818070776255706,0.23383299086757992
Tamil Nadu,Vellore,1997 - 1998,Ragi,Whole Year,5956,12360.0,2.08,1997,24.0,25.6,28.5,30.5,32.3,31.0,30.3,29.4,28.9,27.4,25.9,25.6,28.3,1997,27.027503920250897,68.05224761051375,873.0000000000001,8.467226382488478,28.806357313534733,0.23331102923920463,27.040456621004566,68.07842465753424,873.0,8.488561643835617,28.818070776255706,0.23383299086757992
Tamil Nadu,Vellore,1997 - 1998,Rapeseed &Mustard,Whole Year,23,10.0,0.43,1997,24.0,25.6,28.5,30.5,32.3,31.0,30.3,29.4,28.9,27.4,25.9,25.6,28.3,1997,27.027503920250897,68.05224761051375,873.0000000000001,8.467226382488478,28.806357313534733,0.23331102923920463,27.040456621004566,68.07842465753424,873.0,8.488561643835617,28.818070776255706,0.23383299086757992
Tamil Nadu,Vellore,1997 - 1998,Rice,Whole Year,71607,236910.0,3.31,1997,24.0,25.6,28.5,30.5,32.3,31.0,30.3,29.4,28.9,27.4,25.9,25.6,28.3,1997,27.027503920250897,68.05224761051375,873.0000000000001,8.467226382488478,28.806357313534733,0.23331102923920463,27.040456621004566,68.07842465753424,873.0,8.488561643835617,28.818070776255706,0.23383299086757992
Tamil Nadu,Vellore,1997 - 1998,Sesamum,Kharif,666,450.0,0.68,1997,24.0,25.6,28.5,30.5,32.3,31.0,30.3,29.4,28.9,27.4,25.9,25.6,28.3,1997,29.1713373655914,61.579603494623655,413.6,11.125551075268817,30.754971998207886,0.2348335461469534,27.040456621004566,68.07842465753424,873.0,8.488561643835617,28.818070776255706,0.23383299086757992
Tamil Nadu,Vellore,1997 - 1998,Small millets,Kharif,4649,4080.0,0.88,1997,24.0,25.6,28.5,30.5,32.3,31.0,30.3,29.4,28.9,27.4,25.9,25.6,28.3,1997,29.1713373655914,61.579603494623655,413.6,11.125551075268817,30.754971998207886,0.2348335461469534,27.040456621004566,68.07842465753424,873.0,8.488561643835617,28.818070776255706,0.23383299086757992
Tamil Nadu,Vellore,1997 - 1998,Small millets,Whole Year,1710,110.0,0.06,1997,24.0,25.6,28.5,30.5,32.3,31.0,30.3,29.4,28.9,27.4,25.9,25.6,28.3,1997,27.027503920250897,68.05224761051375,873.0000000000001,8.467226382488478,28.806357313534733,0.23331102923920463,27.040456621004566,68.07842465753424,873.0,8.488561643835617,28.818070776255706,0.23383299086757992
Tamil Nadu,Vellore,1997 - 1998,Sugarcane,Whole Year,29072,22069000.0,759.12,1997,24.0,25.6,28.5,30.5,32.3,31.0,30.3,29.4,28.9,27.4,25.9,25.6,28.3,1997,27.027503920250897,68.05224761051375,873.0000000000001,8.467226382488478,28.806357313534733,0.23331102923920463,27.040456621004566,68.07842465753424,873.0,8.488561643835617,28.818070776255706,0.23383299086757992
Tamil Nadu,Vellore,1997 - 1998,Sunflower,Whole Year,254,230.0,0.91,1997,24.0,25.6,28.5,30.5,32.3,31.0,30.3,29.4,28.9,27.4,25.9,25.6,28.3,1997,27.027503920250897,68.05224761051375,873.0000000000001,8.467226382488478,28.806357313534733,0.23331102923920463,27.040456621004566,68.07842465753424,873.0,8.488561643835617,28.818070776255706,0.23383299086757992
Tamil Nadu,Vellore,1997 - 1998,Sweet potato,Whole Year,11,160.0,14.55,1997,24.0,25.6,28.5,30.5,32.3,31.0,30.3,29.4,28.9,27.4,25.9,25.6,28.3,1997,27.027503920250897,68.05224761051375,873.0000000000001,8.467226382488478,28.806357313534733,0.23331102923920463,27.040456621004566,68.07842465753424,873.0,8.488561643835617,28.818070776255706,0.23383299086757992
Tamil Nadu,Vellore,1997 - 1998,Tapioca,Whole Year,46,1730.0,37.61,1997,24.0,25.6,28.5,30.5,32.3,31.0,30.3,29.4,28.9,27.4,25.9,25.6,28.3,1997,27.027503920250897,68.05224761051375,873.0000000000001,8.467226382488478,28.806357313534733,0.23331102923920463,27.040456621004566,68.07842465753424,873.0,8.488561643835617,28.818070776255706,0.23383299086757992
Tamil Nadu,Vellore,1997 - 1998,Total foodgrain,Whole Year,108786,269460.0,2.48,1997,24.0,25.6,28.5,30.5,32.3,31.0,30.3,29.4,28.9,27.4,25.9,25.6,28.3,1997,27.027503920250897,68.05224761051375,873.0000000000001,8.467226382488478,28.806357313534733,0.23331102923920463,27.040456621004566,68.07842465753424,873.0,8.488561643835617,28.818070776255706,0.23383299086757992
Tamil Nadu,Vellore,1997 - 1998,Turmeric,Whole Year,331,2010.0,6.07,1997,24.0,25.6,28.5,30.5,32.3,31.0,30.3,29.4,28.9,27.4,25.9,25.6,28.3,1997,27.027503920250897,68.05224761051375,873.0000000000001,8.467226382488478,28.806357313534733,0.23331102923920463,27.040456621004566,68.07842465753424,873.0,8.488561643835617,28.818070776255706,0.23383299086757992
Tamil Nadu,Vellore,1997 - 1998,Urad,Whole Year,727,340.0,0.47,1997,24.0,25.6,28.5,30.5,32.3,31.0,30.3,29.4,28.9,27.4,25.9,25.6,28.3,1997,27.027503920250897,68.05224761051375,873.0000000000001,8.467226382488478,28.806357313534733,0.23331102923920463,27.040456621004566,68.07842465753424,873.0,8.488561643835617,28.818070776255706,0.23383299086757992
Tamil Nadu,Vellore,1998 - 1999,Arhar/Tur,Kharif,19504,18568.0,0.95,1998,25.9,27.2,29.3,32.0,32.8,31.9,30.0,28.9,28.7,27.1,26.1,24.0,28.7,1998,28.751966845878137,67.64034498207886,628.2,9.698798163082438,30.181708109318997,0.28031005824372757,27.29329908675799,70.03321917808219,999.2,8.58236301369863,29.027716894977168,0.24205867579908677
Tamil Nadu,Vellore,1998 - 1999,Bajra,Kharif,4077,7273.0,1.78,1998,25.9,27.2,29.3,32.0,32.8,31.9,30.0,28.9,28.7,27.1,26.1,24.0,28.7,1998,28.751966845878137,67.64034498207886,628.2,9.698798163082438,30.181708109318997,0.28031005824372757,27.29329908675799,70.03321917808219,999.2,8.58236301369863,29.027716894977168,0.24205867579908677
Tamil Nadu,Vellore,1998 - 1999,Banana,Whole Year,4888,174912.0,35.78,1998,25.9,27.2,29.3,32.0,32.8,31.9,30.0,28.9,28.7,27.1,26.1,24.0,28.7,1998,27.2922675317887,70.00316126898788,999.1999999999999,8.57803072729988,29.029143758533877,0.24134927355350744,27.29329908675799,70.03321917808219,999.2,8.58236301369863,29.027716894977168,0.24205867579908677
Tamil Nadu,Vellore,1998 - 1999,Castor seed,Whole Year,1505,1101.0,0.73,1998,25.9,27.2,29.3,32.0,32.8,31.9,30.0,28.9,28.7,27.1,26.1,24.0,28.7,1998,27.2922675317887,70.00316126898788,999.1999999999999,8.57803072729988,29.029143758533877,0.24134927355350744,27.29329908675799,70.03321917808219,999.2,8.58236301369863,29.027716894977168,0.24205867579908677
Tamil Nadu,Vellore,1998 - 1999,Coriander,Whole Year,42,12.0,0.29,1998,25.9,27.2,29.3,32.0,32.8,31.9,30.0,28.9,28.7,27.1,26.1,24.0,28.7,1998,27.2922675317887,70.00316126898788,999.1999999999999,8.57803072729988,29.029143758533877,0.24134927355350744,27.29329908675799,70.03321917808219,999.2,8.58236301369863,29.027716894977168,0.24205867579908677
Tamil Nadu,Vellore,1998 - 1999,Cotton(lint),Kharif,7210,7812.0,1.08,1998,25.9,27.2,29.3,32.0,32.8,31.9,30.0,28.9,28.7,27.1,26.1,24.0,28.7,1998,28.751966845878137,67.64034498207886,628.2,9.698798163082438,30.181708109318997,0.28031005824372757,27.29329908675799,70.03321917808219,999.2,8.58236301369863,29.027716894977168,0.24205867579908677
Tamil Nadu,Vellore,1998 - 1999,Dry chillies,Whole Year,360,155.0,0.43,1998,25.9,27.2,29.3,32.0,32.8,31.9,30.0,28.9,28.7,27.1,26.1,24.0,28.7,1998,27.2922675317887,70.00316126898788,999.1999999999999,8.57803072729988,29.029143758533877,0.24134927355350744,27.29329908675799,70.03321917808219,999.2,8.58236301369863,29.027716894977168,0.24205867579908677
Tamil Nadu,Vellore,1998 - 1999,Groundnut,Kharif,81520,155776.0,1.91,1998,25.9,27.2,29.3,32.0,32.8,31.9,30.0,28.9,28.7,27.1,26.1,24.0,28.7,1998,28.751966845878137,67.64034498207886,628.2,9.698798163082438,30.181708109318997,0.28031005824372757,27.29329908675799,70.03321917808219,999.2,8.58236301369863,29.027716894977168,0.24205867579908677
Tamil Nadu,Vellore,1998 - 1999,Horse-gram,Kharif,4646,2328.0,0.5,1998,25.9,27.2,29.3,32.0,32.8,31.9,30.0,28.9,28.7,27.1,26.1,24.0,28.7,1998,28.751966845878137,67.64034498207886,628.2,9.698798163082438,30.181708109318997,0.28031005824372757,27.29329908675799,70.03321917808219,999.2,8.58236301369863,29.027716894977168,0.24205867579908677
Tamil Nadu,Vellore,1998 - 1999,Jowar,Kharif,13613,25552.0,1.88,1998,25.9,27.2,29.3,32.0,32.8,31.9,30.0,28.9,28.7,27.1,26.1,24.0,28.7,1998,28.751966845878137,67.64034498207886,628.2,9.698798163082438,30.181708109318997,0.28031005824372757,27.29329908675799,70.03321917808219,999.2,8.58236301369863,29.027716894977168,0.24205867579908677
Tamil Nadu,Vellore,1998 - 1999,Maize,Kharif,820,1361.0,1.66,1998,25.9,27.2,29.3,32.0,32.8,31.9,30.0,28.9,28.7,27.1,26.1,24.0,28.7,1998,28.751966845878137,67.64034498207886,628.2,9.698798163082438,30.181708109318997,0.28031005824372757,27.29329908675799,70.03321917808219,999.2,8.58236301369863,29.027716894977168,0.24205867579908677
Tamil Nadu,Vellore,1998 - 1999,Moong(Green Gram),Kharif,5455,2602.0,0.48,1998,25.9,27.2,29.3,32.0,32.8,31.9,30.0,28.9,28.7,27.1,26.1,24.0,28.7,1998,28.751966845878137,67.64034498207886,628.2,9.698798163082438,30.181708109318997,0.28031005824372757,27.29329908675799,70.03321917808219,999.2,8.58236301369863,29.027716894977168,0.24205867579908677
Tamil Nadu,Vellore,1998 - 1999,Onion,Whole Year,8,62.0,7.75,1998,25.9,27.2,29.3,32.0,32.8,31.9,30.0,28.9,28.7,27.1,26.1,24.0,28.7,1998,27.2922675317887,70.00316126898788,999.1999999999999,8.57803072729988,29.029143758533877,0.24134927355350744,27.29329908675799,70.03321917808219,999.2,8.58236301369863,29.027716894977168,0.24205867579908677
Tamil Nadu,Vellore,1998 - 1999,Pulses total,Kharif,44433,28961.0,0.65,1998,25.9,27.2,29.3,32.0,32.8,31.9,30.0,28.9,28.7,27.1,26.1,24.0,28.7,1998,28.751966845878137,67.64034498207886,628.2,9.698798163082438,30.181708109318997,0.28031005824372757,27.29329908675799,70.03321917808219,999.2,8.58236301369863,29.027716894977168,0.24205867579908677
Tamil Nadu,Vellore,1998 - 1999,Ragi,Kharif,10513,31430.0,2.99,1998,25.9,27.2,29.3,32.0,32.8,31.9,30.0,28.9,28.7,27.1,26.1,24.0,28.7,1998,28.751966845878137,67.64034498207886,628.2,9.698798163082438,30.181708109318997,0.28031005824372757,27.29329908675799,70.03321917808219,999.2,8.58236301369863,29.027716894977168,0.24205867579908677
Tamil Nadu,Vellore,1998 - 1999,Rice,Kharif,77109,263941.0,3.42,1998,25.9,27.2,29.3,32.0,32.8,31.9,30.0,28.9,28.7,27.1,26.1,24.0,28.7,1998,28.751966845878137,67.64034498207886,628.2,9.698798163082438,30.181708109318997,0.28031005824372757,27.29329908675799,70.03321917808219,999.2,8.58236301369863,29.027716894977168,0.24205867579908677
Tamil Nadu,Vellore,1998 - 1999,Sesamum,Kharif,1457,938.0,0.64,1998,25.9,27.2,29.3,32.0,32.8,31.9,30.0,28.9,28.7,27.1,26.1,24.0,28.7,1998,28.751966845878137,67.64034498207886,628.2,9.698798163082438,30.181708109318997,0.28031005824372757,27.29329908675799,70.03321917808219,999.2,8.58236301369863,29.027716894977168,0.24205867579908677
Tamil Nadu,Vellore,1998 - 1999,Sugarcane,Whole Year,27098,2156460.0,79.58,1998,25.9,27.2,29.3,32.0,32.8,31.9,30.0,28.9,28.7,27.1,26.1,24.0,28.7,1998,27.2922675317887,70.00316126898788,999.1999999999999,8.57803072729988,29.029143758533877,0.24134927355350744,27.29329908675799,70.03321917808219,999.2,8.58236301369863,29.027716894977168,0.24205867579908677
Tamil Nadu,Vellore,1998 - 1999,Sunflower,Kharif,561,551.0,0.98,1998,25.9,27.2,29.3,32.0,32.8,31.9,30.0,28.9,28.7,27.1,26.1,24.0,28.7,1998,28.751966845878137,67.64034498207886,628.2,9.698798163082438,30.181708109318997,0.28031005824372757,27.29329908675799,70.03321917808219,999.2,8.58236301369863,29.027716894977168,0.24205867579908677
Tamil Nadu,Vellore,1998 - 1999,Sweet potato,Whole Year,10,169.0,16.9,1998,25.9,27.2,29.3,32.0,32.8,31.9,30.0,28.9,28.7,27.1,26.1,24.0,28.7,1998,27.2922675317887,70.00316126898788,999.1999999999999,8.57803072729988,29.029143758533877,0.24134927355350744,27.29329908675799,70.03321917808219,999.2,8.58236301369863,29.027716894977168,0.24205867579908677
Tamil Nadu,Vellore,1998 - 1999,Tapioca,Whole Year,31,1151.0,37.13,1998,25.9,27.2,29.3,32.0,32.8,31.9,30.0,28.9,28.7,27.1,26.1,24.0,28.7,1998,27.2922675317887,70.00316126898788,999.1999999999999,8.57803072729988,29.029143758533877,0.24134927355350744,27.29329908675799,70.03321917808219,999.2,8.58236301369863,29.027716894977168,0.24205867579908677
Tamil Nadu,Vellore,1998 - 1999,Total foodgrain,Kharif,154471,36076.0,0.23,1998,25.9,27.2,29.3,32.0,32.8,31.9,30.0,28.9,28.7,27.1,26.1,24.0,28.7,1998,28.751966845878137,67.64034498207886,628.2,9.698798163082438,30.181708109318997,0.28031005824372757,27.29329908675799,70.03321917808219,999.2,8.58236301369863,29.027716894977168,0.24205867579908677
Tamil Nadu,Vellore,1998 - 1999,Turmeric,Whole Year,435,2647.0,6.09,1998,25.9,27.2,29.3,32.0,32.8,31.9,30.0,28.9,28.7,27.1,26.1,24.0,28.7,1998,27.2922675317887,70.00316126898788,999.1999999999999,8.57803072729988,29.029143758533877,0.24134927355350744,27.29329908675799,70.03321917808219,999.2,8.58236301369863,29.027716894977168,0.24205867579908677
Tamil Nadu,Vellore,1998 - 1999,Urad,Kharif,8769,4288.0,0.49,1998,25.9,27.2,29.3,32.0,32.8,31.9,30.0,28.9,28.7,27.1,26.1,24.0,28.7,1998,28.751966845878137,67.64034498207886,628.2,9.698798163082438,30.181708109318997,0.28031005824372757,27.29329908675799,70.03321917808219,999.2,8.58236301369863,29.027716894977168,0.24205867579908677
Tamil Nadu,Vellore,1999 - 2000,Arhar/Tur,Kharif,13721,9242.0,0.67,1999,24.0,26.0,28.9,31.3,31.1,30.1,29.1,29.1,28.9,27.2,25.6,24.0,27.9,1999,29.272512320788532,57.442573924731185,254.2,11.625553315412185,31.290303539426525,0.18412196460573477,27.063139269406392,64.33755707762558,577.1,9.244417808219179,29.136198630136988,0.19495136986301367
Tamil Nadu,Vellore,1999 - 2000,Bajra,Kharif,3675,5448.0,1.48,1999,24.0,26.0,28.9,31.3,31.1,30.1,29.1,29.1,28.9,27.2,25.6,24.0,27.9,1999,29.272512320788532,57.442573924731185,254.2,11.625553315412185,31.290303539426525,0.18412196460573477,27.063139269406392,64.33755707762558,577.1,9.244417808219179,29.136198630136988,0.19495136986301367
Tamil Nadu,Vellore,1999 - 2000,Banana,Whole Year,4121,137719.0,33.42,1999,24.0,26.0,28.9,31.3,31.1,30.1,29.1,29.1,28.9,27.2,25.6,24.0,27.9,1999,27.060355889443596,64.30694204429084,577.1,9.237291666666668,29.13586893561187,0.19433043474782385,27.063139269406392,64.33755707762558,577.1,9.244417808219179,29.136198630136988,0.19495136986301367
Tamil Nadu,Vellore,1999 - 2000,Castor seed,Kharif,738,280.0,0.38,1999,24.0,26.0,28.9,31.3,31.1,30.1,29.1,29.1,28.9,27.2,25.6,24.0,27.9,1999,29.272512320788532,57.442573924731185,254.2,11.625553315412185,31.290303539426525,0.18412196460573477,27.063139269406392,64.33755707762558,577.1,9.244417808219179,29.136198630136988,0.19495136986301367
Tamil Nadu,Vellore,1999 - 2000,Coriander,Whole Year,22,5.0,0.23,1999,24.0,26.0,28.9,31.3,31.1,30.1,29.1,29.1,28.9,27.2,25.6,24.0,27.9,1999,27.060355889443596,64.30694204429084,577.1,9.237291666666668,29.13586893561187,0.19433043474782385,27.063139269406392,64.33755707762558,577.1,9.244417808219179,29.136198630136988,0.19495136986301367
Tamil Nadu,Vellore,1999 - 2000,Cotton(lint),Kharif,3338,4288.0,1.28,1999,24.0,26.0,28.9,31.3,31.1,30.1,29.1,29.1,28.9,27.2,25.6,24.0,27.9,1999,29.272512320788532,57.442573924731185,254.2,11.625553315412185,31.290303539426525,0.18412196460573477,27.063139269406392,64.33755707762558,577.1,9.244417808219179,29.136198630136988,0.19495136986301367
Tamil Nadu,Vellore,1999 - 2000,Dry chillies,Whole Year,526,594.0,1.13,1999,24.0,26.0,28.9,31.3,31.1,30.1,29.1,29.1,28.9,27.2,25.6,24.0,27.9,1999,27.060355889443596,64.30694204429084,577.1,9.237291666666668,29.13586893561187,0.19433043474782385,27.063139269406392,64.33755707762558,577.1,9.244417808219179,29.136198630136988,0.19495136986301367
Tamil Nadu,Vellore,1999 - 2000,Groundnut,Kharif,57658,114006.0,1.98,1999,24.0,26.0,28.9,31.3,31.1,30.1,29.1,29.1,28.9,27.2,25.6,24.0,27.9,1999,29.272512320788532,57.442573924731185,254.2,11.625553315412185,31.290303539426525,0.18412196460573477,27.063139269406392,64.33755707762558,577.1,9.244417808219179,29.136198630136988,0.19495136986301367
Tamil Nadu,Vellore,1999 - 2000,Guar seed,Whole Year,30528,244229.0,8.0,1999,24.0,26.0,28.9,31.3,31.1,30.1,29.1,29.1,28.9,27.2,25.6,24.0,27.9,1999,27.060355889443596,64.30694204429084,577.1,9.237291666666668,29.13586893561187,0.19433043474782385,27.063139269406392,64.33755707762558,577.1,9.244417808219179,29.136198630136988,0.19495136986301367
Tamil Nadu,Vellore,1999 - 2000,Horse-gram,Kharif,4980,2095.0,0.42,1999,24.0,26.0,28.9,31.3,31.1,30.1,29.1,29.1,28.9,27.2,25.6,24.0,27.9,1999,29.272512320788532,57.442573924731185,254.2,11.625553315412185,31.290303539426525,0.18412196460573477,27.063139269406392,64.33755707762558,577.1,9.244417808219179,29.136198630136988,0.19495136986301367
Tamil Nadu,Vellore,1999 - 2000,Jowar,Kharif,10994,14028.0,1.28,1999,24.0,26.0,28.9,31.3,31.1,30.1,29.1,29.1,28.9,27.2,25.6,24.0,27.9,1999,29.272512320788532,57.442573924731185,254.2,11.625553315412185,31.290303539426525,0.18412196460573477,27.063139269406392,64.33755707762558,577.1,9.244417808219179,29.136198630136988,0.19495136986301367
Tamil Nadu,Vellore,1999 - 2000,Korra,Kharif,17,11.0,0.65,1999,24.0,26.0,28.9,31.3,31.1,30.1,29.1,29.1,28.9,27.2,25.6,24.0,27.9,1999,29.272512320788532,57.442573924731185,254.2,11.625553315412185,31.290303539426525,0.18412196460573477,27.063139269406392,64.33755707762558,577.1,9.244417808219179,29.136198630136988,0.19495136986301367
Tamil Nadu,Vellore,1999 - 2000,Maize,Kharif,872,1401.0,1.61,1999,24.0,26.0,28.9,31.3,31.1,30.1,29.1,29.1,28.9,27.2,25.6,24.0,27.9,1999,29.272512320788532,57.442573924731185,254.2,11.625553315412185,31.290303539426525,0.18412196460573477,27.063139269406392,64.33755707762558,577.1,9.244417808219179,29.136198630136988,0.19495136986301367
Tamil Nadu,Vellore,1999 - 2000,Moong(Green Gram),Kharif,3969,2155.0,0.54,1999,24.0,26.0,28.9,31.3,31.1,30.1,29.1,29.1,28.9,27.2,25.6,24.0,27.9,1999,29.272512320788532,57.442573924731185,254.2,11.625553315412185,31.290303539426525,0.18412196460573477,27.063139269406392,64.33755707762558,577.1,9.244417808219179,29.136198630136988,0.19495136986301367
Tamil Nadu,Vellore,1999 - 2000,Onion,Whole Year,17,137.0,8.06,1999,24.0,26.0,28.9,31.3,31.1,30.1,29.1,29.1,28.9,27.2,25.6,24.0,27.9,1999,27.060355889443596,64.30694204429084,577.1,9.237291666666668,29.13586893561187,0.19433043474782385,27.063139269406392,64.33755707762558,577.1,9.244417808219179,29.136198630136988,0.19495136986301367
